packet_id,device_time,host_time,ecg,sample_idx,sample_time,time_ms
2,599616013597.9663,1780936884021.095,-631,33,599616013297.9663,1376.964599609375
2,599616013597.9663,1780936884021.097,11393,34,599616013305.6586,1384.6568603515625
2,599616013597.9663,1780936884021.121,3696,35,599616013313.351,1392.3492431640625
2,599616013597.9663,1780936884021.1301,3612,36,599616013321.0432,1400.04150390625
2,599616013597.9663,1780936884021.133,11133,37,599616013328.7356,1407.73388671875
2,599616013597.9663,1780936884021.136,-701,38,599616013336.4279,1415.4261474609375
2,599616013597.9663,1780936884021.139,9302,39,599616013344.1201,1423.118408203125
2,599616013597.9663,1780936884021.142,6514,40,599616013351.8125,1430.810791015625
2,599616013597.9663,1780936884021.145,780,41,599616013359.5048,1438.5030517578125
2,599616013597.9663,1780936884021.148,11707,42,599616013367.197,1446.1953125
2,599616013597.9663,1780936884021.1501,808,43,599616013374.8894,1453.8876953125
2,599616013597.9663,1780936884021.152,6563,44,599616013382.5817,1461.5799560546875
2,599616013597.9663,1780936884021.155,9200,45,599616013390.274,1469.2723388671875
2,599616013597.9663,1780936884021.157,-952,46,599616013397.9663,1476.964599609375
2,599616013597.9663,1780936884021.159,11003,47,599616013405.6586,1484.6568603515625
2,599616013597.9663,1780936884021.1611,3396,48,599616013413.351,1492.3492431640625
2,599616013597.9663,1780936884021.163,3210,49,599616013421.0432,1500.04150390625
2,599616013597.9663,1780936884021.168,10973,50,599616013428.7356,1507.73388671875
2,599616013597.9663,1780936884021.17,-910,51,599616013436.4279,1515.4261474609375
2,599616013597.9663,1780936884021.172,9063,52,599616013444.1201,1523.118408203125
2,599616013597.9663,1780936884021.174,6396,53,599616013451.8125,1530.810791015625
2,599616013597.9663,1780936884021.176,392,54,599616013459.5048,1538.5030517578125
2,599616013597.9663,1780936884021.179,11519,55,599616013467.197,1546.1953125
2,599616013597.9663,1780936884021.1821,638,56,599616013474.8894,1553.8876953125
2,599616013597.9663,1780936884021.184,6131,57,599616013482.5817,1561.5799560546875
2,599616013597.9663,1780936884021.186,8947,58,599616013490.274,1569.2723388671875
2,599616013597.9663,1780936884021.188,-1340,59,599616013497.9663,1576.964599609375
2,599616013597.9663,1780936884021.19,10771,60,599616013505.6586,1584.6568603515625
2,599616013597.9663,1780936884021.2668,3341,61,599616013513.351,1592.3492431640625
2,599616013597.9663,1780936884021.27,2832,62,599616013521.0432,1600.04150390625
2,599616013597.9663,1780936884021.272,10736,63,599616013528.7356,1607.73388671875
2,599616013597.9663,1780936884021.2742,-1189,64,599616013536.4279,1615.4261474609375
2,599616013597.9663,1780936884021.276,8726,65,599616013544.1201,1623.118408203125
2,599616013597.9663,1780936884021.2778,6270,66,599616013551.8125,1630.810791015625
2,599616013597.9663,1780936884021.28,53,67,599616013559.5048,1638.5030517578125
2,599616013597.9663,1780936884021.282,11305,68,599616013567.197,1646.1953125
2,599616013597.9663,1780936884021.2852,455,69,599616013574.8894,1653.8876953125
2,599616013597.9663,1780936884021.2869,5738,70,599616013582.5817,1661.5799560546875
2,599616013597.9663,1780936884021.289,8875,71,599616013590.274,1669.2723388671875
2,599616013597.9663,1780936884021.291,-1477,72,599616013597.9663,1676.964599609375
3,599616014159.528,1780936884605.795,10522,0,599616013605.6818,1684.6800537109375
3,599616014159.528,1780936884605.804,3178,1,599616013613.3741,1692.3724365234375
3,599616014159.528,1780936884605.8071,2499,2,599616013621.0664,1700.064697265625
3,599616014159.528,1780936884605.8098,10541,3,599616013628.7587,1707.7569580078125
3,599616014159.528,1780936884605.813,-1459,4,599616013636.451,1715.4493408203125
3,599616014159.528,1780936884605.815,8380,5,599616013644.1433,1723.1416015625
3,599616014159.528,1780936884605.8171,6071,6,599616013651.8357,1730.833984375
3,599616014159.528,1780936884605.819,-334,7,599616013659.528,1738.5262451171875
3,599616014159.528,1780936884605.822,11098,8,599616013667.2202,1746.218505859375
3,599616014159.528,1780936884605.824,262,9,599616013674.9126,1753.910888671875
3,599616014159.528,1780936884605.826,5318,10,599616013682.6049,1761.6031494140625
3,599616014159.528,1780936884605.8281,8724,11,599616013690.2972,1769.2955322265625
3,599616014159.528,1780936884605.8298,-1716,12,599616013697.9895,1776.98779296875
3,599616014159.528,1780936884605.833,10246,13,599616013705.6818,1784.6800537109375
3,599616014159.528,1780936884605.836,3025,14,599616013713.3741,1792.3724365234375
3,599616014159.528,1780936884605.839,2156,15,599616013721.0664,1800.064697265625
3,599616014159.528,1780936884605.8408,10404,16,599616013728.7587,1807.7569580078125
3,599616014159.528,1780936884605.843,-1600,17,599616013736.451,1815.4493408203125
3,599616014159.528,1780936884605.846,8129,18,599616013744.1433,1823.1416015625
3,599616014159.528,1780936884605.8481,6029,19,599616013751.8357,1830.833984375
3,599616014159.528,1780936884605.85,-601,20,599616013759.528,1838.5262451171875
3,599616014159.528,1780936884605.8518,10861,21,599616013767.2202,1846.218505859375
3,599616014159.528,1780936884605.855,137,22,599616013774.9126,1853.910888671875
3,599616014159.528,1780936884605.857,5048,23,599616013782.6049,1861.6031494140625
3,599616014159.528,1780936884605.8591,8568,24,599616013790.2972,1869.2955322265625
3,599616014159.528,1780936884605.8608,-2053,25,599616013797.9895,1876.98779296875
3,599616014159.528,1780936884605.8691,9920,26,599616013805.6818,1884.6800537109375
3,599616014159.528,1780936884605.8708,2869,27,599616013813.3741,1892.3724365234375
3,599616014159.528,1780936884605.874,1826,28,599616013821.0664,1900.064697265625
3,599616014159.528,1780936884605.877,10246,29,599616013828.7587,1907.7569580078125
3,599616014159.528,1780936884605.8792,-1833,30,599616013836.451,1915.4493408203125
3,599616014159.528,1780936884605.8809,7801,31,599616013844.1433,1923.1416015625
3,599616014159.528,1780936884605.8828,5903,32,599616013851.8357,1930.833984375
3,599616014159.528,1780936884605.886,-927,33,599616013859.528,1938.5262451171875
3,599616014159.528,1780936884605.888,10634,34,599616013867.2202,1946.218505859375
3,599616014159.528,1780936884605.8909,-58,35,599616013874.9126,1953.910888671875
3,599616014159.528,1780936884605.8928,4681,36,599616013882.6049,1961.6031494140625
3,599616014159.528,1780936884605.895,8454,37,599616013890.2972,1969.2955322265625
3,599616014159.528,1780936884605.897,-2304,38,599616013897.9895,1976.98779296875
3,599616014159.528,1780936884605.9001,9644,39,599616013905.6818,1984.6800537109375
3,599616014159.528,1780936884605.9019,2720,40,599616013913.3741,1992.3724365234375
3,599616014159.528,1780936884605.904,1433,41,599616013921.0664,2000.064697265625
3,599616014159.528,1780936884605.906,10064,42,599616013928.7587,2007.7569580078125
3,599616014159.528,1780936884605.9092,-2007,43,599616013936.451,2015.4493408203125
3,599616014159.528,1780936884605.9111,7455,44,599616013944.1433,2023.1416015625
3,599616014159.528,1780936884605.9128,5715,45,599616013951.8357,2030.833984375
3,599616014159.528,1780936884605.915,-1331,46,599616013959.528,2038.5262451171875
3,599616014159.528,1780936884605.917,10327,47,599616013967.2202,2046.218505859375
3,599616014159.528,1780936884605.9202,-195,48,599616013974.9126,2053.910888671875
3,599616014159.528,1780936884605.9219,4363,49,599616013982.6049,2061.6031494140625
3,599616014159.528,1780936884605.9238,8289,50,599616013990.2972,2069.2955322265625
3,599616014159.528,1780936884605.926,-2523,51,599616013997.9895,2076.98779296875
3,599616014159.528,1780936884605.929,9474,52,599616014005.6818,2084.6800537109375
3,599616014159.528,1780936884605.9312,2632,53,599616014013.3741,2092.3724365234375
3,599616014159.528,1780936884605.9329,1080,54,599616014021.0664,2100.064697265625
3,599616014159.528,1780936884605.935,9932,55,599616014028.7587,2107.7569580078125
3,599616014159.528,1780936884605.938,-2151,56,599616014036.451,2115.4493408203125
3,599616014159.528,1780936884605.9402,7170,57,599616014044.1433,2123.1416015625
3,599616014159.528,1780936884605.942,5666,58,599616014051.8357,2130.833984375
3,599616014159.528,1780936884605.945,-1493,59,599616014059.528,2138.5262451171875
3,599616014159.528,1780936884605.947,10257,60,599616014067.2202,2146.218505859375
3,599616014159.528,1780936884605.949,-309,61,599616014074.9126,2153.910888671875
3,599616014159.528,1780936884605.9512,3989,62,599616014082.6049,2161.6031494140625
3,599616014159.528,1780936884605.953,8201,63,599616014090.2972,2169.2955322265625
3,599616014159.528,1780936884605.956,-2674,64,599616014097.9895,2176.98779296875
3,599616014159.528,1780936884605.958,9277,65,599616014105.6818,2184.6800537109375
3,599616014159.528,1780936884605.96,2576,66,599616014113.3741,2192.3724365234375
3,599616014159.528,1780936884605.9622,741,67,599616014121.0664,2200.064697265625
3,599616014159.528,1780936884605.9648,9749,68,599616014128.7587,2207.7569580078125
3,599616014159.528,1780936884605.967,-2235,69,599616014136.451,2215.4493408203125
3,599616014159.528,1780936884605.969,6967,70,599616014144.1433,2223.1416015625
3,599616014159.528,1780936884605.9722,5636,71,599616014151.8357,2230.833984375
3,599616014159.528,1780936884605.9739,-1654,72,599616014159.528,2238.5262451171875
4,599616014721.0897,1780936885146.865,10176,0,599616014167.2435,2246.2418212890625
4,599616014721.0897,1780936885146.883,-329,1,599616014174.9359,2253.9342041015625
4,599616014721.0897,1780936885146.888,3798,2,599616014182.6282,2261.62646484375
4,599616014721.0897,1780936885146.893,8208,3,599616014190.3204,2269.3187255859375
4,599616014721.0897,1780936885146.898,-2822,4,599616014198.0128,2277.0111083984375
4,599616014721.0897,1780936885146.904,9091,5,599616014205.7051,2284.703369140625
4,599616014721.0897,1780936885146.908,2616,6,599616014213.3975,2292.395751953125
4,599616014721.0897,1780936885146.919,643,7,599616014221.0897,2300.0880126953125
4,599616014721.0897,1780936885146.923,9769,8,599616014228.782,2307.7802734375
4,599616014721.0897,1780936885146.927,-2348,9,599616014236.4744,2315.47265625
4,599616014721.0897,1780936885146.931,6733,10,599616014244.1666,2323.1649169921875
4,599616014721.0897,1780936885146.936,5666,11,599616014251.859,2330.8572998046875
4,599616014721.0897,1780936885146.94,-1926,12,599616014259.5513,2338.549560546875
4,599616014721.0897,1780936885146.944,9918,13,599616014267.2435,2346.2418212890625
4,599616014721.0897,1780936885146.948,-367,14,599616014274.9359,2353.9342041015625
4,599616014721.0897,1780936885146.952,3564,15,599616014282.6282,2361.62646484375
4,599616014721.0897,1780936885146.956,8136,16,599616014290.3204,2369.3187255859375
4,599616014721.0897,1780936885146.963,-2966,17,599616014298.0128,2377.0111083984375
4,599616014721.0897,1780936885146.967,8882,18,599616014305.7051,2384.703369140625
4,599616014721.0897,1780936885146.971,2558,19,599616014313.3975,2392.395751953125
4,599616014721.0897,1780936885146.975,415,20,599616014321.0897,2400.0880126953125
4,599616014721.0897,1780936885146.979,9721,21,599616014328.782,2407.7802734375
4,599616014721.0897,1780936885146.983,-2414,22,599616014336.4744,2415.47265625
4,599616014721.0897,1780936885146.987,6505,23,599616014344.1666,2423.1649169921875
4,599616014721.0897,1780936885146.991,5638,24,599616014351.859,2430.8572998046875
4,599616014721.0897,1780936885146.995,-2056,25,599616014359.5513,2438.549560546875
4,599616014721.0897,1780936885146.9988,9916,26,599616014367.2435,2446.2418212890625
4,599616014721.0897,1780936885147.003,-364,27,599616014374.9359,2453.9342041015625
4,599616014721.0897,1780936885147.007,3313,28,599616014382.6282,2461.62646484375
4,599616014721.0897,1780936885147.011,8120,29,599616014390.3204,2469.3187255859375
4,599616014721.0897,1780936885147.0151,-3111,30,599616014398.0128,2477.0111083984375
4,599616014721.0897,1780936885147.0188,8691,31,599616014405.7051,2484.703369140625
4,599616014721.0897,1780936885147.023,2546,32,599616014413.3975,2492.395751953125
4,599616014721.0897,1780936885147.027,148,33,599616014421.0897,2500.0880126953125
4,599616014721.0897,1780936885147.031,9625,34,599616014428.782,2507.7802734375
4,599616014721.0897,1780936885147.035,-2560,35,599616014436.4744,2515.47265625
4,599616014721.0897,1780936885147.0388,6103,36,599616014444.1666,2523.1649169921875
4,599616014721.0897,1780936885147.044,5555,37,599616014451.859,2530.8572998046875
4,599616014721.0897,1780936885147.047,-2207,38,599616014459.5513,2538.549560546875
4,599616014721.0897,1780936885147.052,9760,39,599616014467.2435,2546.2418212890625
4,599616014721.0897,1780936885147.0562,-499,40,599616014474.9359,2553.9342041015625
4,599616014721.0897,1780936885147.0598,2943,41,599616014482.6282,2561.62646484375
4,599616014721.0897,1780936885147.064,8038,42,599616014490.3204,2569.3187255859375
4,599616014721.0897,1780936885147.068,-3222,43,599616014498.0128,2577.0111083984375
4,599616014721.0897,1780936885147.072,8487,44,599616014505.7051,2584.703369140625
4,599616014721.0897,1780936885147.076,2502,45,599616014513.3975,2592.395751953125
4,599616014721.0897,1780936885147.0798,-113,46,599616014521.0897,2600.0880126953125
4,599616014721.0897,1780936885147.084,9509,47,599616014528.782,2607.7802734375
4,599616014721.0897,1780936885147.0881,-2567,48,599616014536.4744,2615.47265625
4,599616014721.0897,1780936885147.092,6015,49,599616014544.1666,2623.1649169921875
4,599616014721.0897,1780936885147.096,5562,50,599616014551.859,2630.8572998046875
4,599616014721.0897,1780936885147.0999,-2446,51,599616014559.5513,2638.549560546875
4,599616014721.0897,1780936885147.104,9660,52,599616014567.2435,2646.2418212890625
4,599616014721.0897,1780936885147.1082,-420,53,599616014574.9359,2653.9342041015625
4,599616014721.0897,1780936885147.1118,2802,54,599616014582.6282,2661.62646484375
4,599616014721.0897,1780936885147.117,8038,55,599616014590.3204,2669.3187255859375
4,599616014721.0897,1780936885147.1208,-3373,56,599616014598.0128,2677.0111083984375
4,599616014721.0897,1780936885147.125,8280,57,599616014605.7051,2684.703369140625
4,599616014721.0897,1780936885147.1292,2548,58,599616014613.3975,2692.395751953125
4,599616014721.0897,1780936885147.133,-267,59,599616014621.0897,2700.0880126953125
4,599616014721.0897,1780936885147.137,9463,60,599616014628.782,2707.7802734375
4,599616014721.0897,1780936885147.1428,-2520,61,599616014636.4744,2715.47265625
4,599616014721.0897,1780936885147.147,5913,62,599616014644.1666,2723.1649169921875
4,599616014721.0897,1780936885147.151,5617,63,599616014651.859,2730.8572998046875
4,599616014721.0897,1780936885147.155,-2525,64,599616014659.5513,2738.549560546875
