,timestamp,x,y,z,time
99,599620912540,-84,125,-1023,499
100,599620912545,-85,126,-1021,504
101,599620912550,-85,120,-1019,509
102,599620912555,-85,119,-1016,514
103,599620912560,-85,122,-1019,519
104,599620912565,-85,124,-1021,524
105,599620912570,-79,124,-1021,529
106,599620912575,-84,126,-1021,534
107,599620912580,-85,123,-1017,539
108,599620912587,-88,128,-1019,546
109,599620912592,-84,122,-1016,551
110,599620912597,-83,123,-1019,556
111,599620912602,-85,117,-1014,561
112,599620912607,-85,120,-1012,566
113,599620912612,-85,124,-1023,571
114,599620912617,-89,125,-1016,576
115,599620912622,-85,125,-1021,581
116,599620912627,-86,124,-1025,586
117,599620912632,-84,127,-1025,591
118,599620912637,-86,127,-1027,596
119,599620912642,-88,121,-1024,601
120,599620912647,-84,122,-1014,606
121,599620912652,-84,119,-1018,611
122,599620912657,-84,124,-1015,616
123,599620912662,-84,125,-1030,621
124,599620912667,-83,125,-1026,626
125,599620912672,-85,125,-1027,631
126,599620912677,-84,122,-1016,636
127,599620912682,-80,124,-1019,641
128,599620912687,-82,125,-1024,646
129,599620912692,-84,120,-1026,651
130,599620912697,-81,124,-1022,656
131,599620912702,-79,120,-1025,661
132,599620912707,-82,126,-1021,666
133,599620912712,-77,124,-1021,671
134,599620912717,-82,124,-1020,676
135,599620912722,-84,122,-1022,681
136,599620912727,-81,125,-1023,686
137,599620912732,-79,122,-1019,691
138,599620912737,-83,119,-1016,696
139,599620912742,-78,119,-1017,701
140,599620912747,-83,123,-1018,706
141,599620912752,-82,122,-1019,711
142,599620912757,-77,121,-1020,716
143,599620912762,-80,118,-1016,721
144,599620912768,-78,122,-1022,727
145,599620912773,-83,123,-1022,732
146,599620912778,-82,124,-1023,737
147,599620912783,-80,115,-1024,742
148,599620912788,-81,122,-1025,747
149,599620912793,-82,119,-1021,752
150,599620912798,-88,122,-1022,757
151,599620912803,-83,120,-1025,762
152,599620912808,-83,119,-1023,767
153,599620912813,-85,123,-1025,772
154,599620912818,-83,120,-1021,777
155,599620912823,-84,121,-1021,782
156,599620912828,-82,122,-1025,787
157,599620912833,-83,122,-1027,792
158,599620912838,-82,122,-1021,797
159,599620912843,-85,125,-1024,802
160,599620912848,-79,123,-1019,807
161,599620912853,-82,120,-1021,812
162,599620912858,-79,123,-1025,817
163,599620912863,-80,120,-1021,822
164,599620912868,-84,123,-1024,827
165,599620912873,-81,123,-1021,832
166,599620912878,-82,123,-1022,837
167,599620912883,-84,122,-1023,842
168,599620912888,-82,121,-1022,847
169,599620912893,-84,120,-1020,852
170,599620912898,-84,120,-1016,857
171,599620912903,-82,123,-1020,862
172,599620912908,-82,123,-1020,867
173,599620912913,-82,122,-1019,872
174,599620912918,-82,125,-1025,877
175,599620912923,-82,125,-1025,882
176,599620912928,-82,128,-1019,887
177,599620912933,-85,125,-1020,892
178,599620912938,-81,125,-1024,897
179,599620912943,-84,125,-1026,902
180,599620912950,-84,122,-1019,909
181,599620912955,-84,127,-1030,914
182,599620912960,-81,126,-1024,919
183,599620912965,-81,126,-1017,924
184,599620912970,-85,127,-1017,929
185,599620912975,-85,124,-1020,934
186,599620912980,-81,125,-1023,939
187,599620912985,-86,126,-1022,944
188,599620912990,-80,125,-1026,949
189,599620912995,-82,129,-1023,954
190,599620913000,-81,122,-1022,959
191,599620913005,-82,122,-1022,964
192,599620913010,-83,123,-1021,969
193,599620913015,-83,127,-1023,974
194,599620913020,-88,124,-1024,979
195,599620913025,-83,120,-1022,984
196,599620913030,-83,123,-1024,989
197,599620913035,-87,124,-1020,994
198,599620913040,-84,128,-1020,999
199,599620913045,-81,126,-1020,1004
200,599620913050,-81,123,-1022,1009
201,599620913055,-78,120,-1022,1014
